,Year_Birth,Education,Marital_Status,Complain,NumWebVisitsMonth,YearRange,HaveChild,AcceptedCmp,Income,Kidhome,Teenhome,Dt_Customer,Recency,TotalChild,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,MntGroceryProducts,TotalPurchase
495,1976,Graduation,Married,0,3,1970,1,0,65665.0,0,1,02-12-2013,77,1,225,162,387,106,36,29,1,5,10,8,655,24
1689,1979,Graduation,Married,1,8,1970,1,0,17688.0,1,0,13-01-2013,82,1,2,2,1,3,1,2,1,1,0,2,6,4
155,1958,Master,Single,0,7,1950,1,0,30523.0,2,1,01-07-2013,0,3,5,0,3,0,0,5,1,1,0,2,3,4
1001,1978,Graduation,Married,0,8,1970,1,0,17345.0,1,0,03-11-2012,79,1,4,9,16,17,0,12,2,2,1,2,42,7
758,1965,PhD,Single,0,6,1960,1,0,40760.0,0,1,30-08-2013,64,1,70,0,17,0,0,6,2,2,1,3,17,8
158,1975,PhD,Divorced,0,2,1970,0,0,74165.0,0,0,01-05-2013,9,0,1001,12,240,16,12,12,1,5,4,10,268,20
866,1972,PhD,Single,0,2,1970,0,1,86857.0,0,0,12-09-2012,96,0,899,102,838,133,102,40,1,5,6,10,1073,22
790,1972,Graduation,Married,0,8,1970,1,1,59666.0,1,1,22-03-2013,87,2,623,53,178,23,17,133,7,3,2,8,254,20
1561,1955,Graduation,Married,0,2,1950,0,0,74268.0,0,0,14-02-2013,83,0,199,66,315,97,174,41,1,4,3,5,478,13
1637,1970,PhD,Married,0,8,1970,1,0,69084.0,1,0,19-11-2013,43,1,1181,107,199,39,30,30,2,7,3,13,345,25
366,1989,Graduation,Single,0,8,1980,1,0,30279.0,1,0,30-12-2012,13,1,10,4,14,4,4,1,1,1,0,3,22,5
1409,1986,2n Cycle,Married,0,7,1980,0,0,20491.0,0,0,25-01-2013,16,0,5,4,5,4,2,10,1,0,1,2,13,4
1650,1971,Graduation,Married,0,5,1970,1,0,38232.0,1,1,17-01-2014,84,2,43,5,28,7,6,33,4,3,1,3,40,11
983,1953,Master,Married,0,3,1950,1,0,65569.0,0,1,05-11-2012,96,1,397,46,288,20,38,70,2,6,5,10,354,23
839,1985,Graduation,Married,0,5,1980,1,0,55357.0,2,0,19-02-2013,66,2,374,64,116,84,25,64,3,6,2,11,264,22
228,1982,Master,Married,0,7,1980,1,0,23661.0,1,0,04-12-2013,46,1,18,0,4,0,0,1,1,1,0,3,4,5
912,1951,PhD,Single,0,7,1950,1,1,64950.0,0,1,12-08-2012,29,1,819,0,72,12,0,63,2,11,2,10,84,25
900,1955,PhD,Married,0,7,1950,1,2,46015.0,1,1,13-04-2014,25,2,38,0,2,0,0,6,1,1,0,3,2,5
417,1989,2n Cycle,Married,0,5,1980,1,0,10404.0,1,0,04-05-2014,52,1,2,2,11,10,6,12,2,1,0,4,23,7
206,1985,Graduation,Married,0,1,1980,0,0,70951.0,0,0,04-05-2013,66,0,239,10,554,254,87,54,1,3,4,9,818,17
742,1959,PhD,Married,0,5,1950,1,0,38829.0,0,1,06-04-2014,86,1,76,0,7,0,0,16,1,3,2,2,7,8
79,1963,Master,Married,0,3,1960,0,0,38620.0,0,0,11-05-2013,56,0,112,17,44,34,22,89,1,2,5,3,95,11
190,1954,Graduation,Married,0,2,1950,0,1,80067.0,0,0,19-09-2013,82,0,519,17,813,27,173,51,1,4,6,6,857,17
492,1985,PhD,Married,0,8,1980,1,0,64355.0,1,0,24-08-2012,66,1,1047,0,140,67,38,153,2,4,3,12,207,21
521,1977,Master,Married,0,7,1970,1,1,57954.0,1,1,18-06-2014,52,2,456,4,24,0,0,9,7,8,2,6,28,23
953,1959,2n Cycle,Divorced,0,5,1950,1,0,59052.0,0,1,17-11-2013,29,1,230,35,75,63,57,31,3,7,1,7,173,18
1096,1979,PhD,Married,0,7,1970,1,0,31605.0,1,0,22-11-2012,15,1,74,0,42,2,1,6,2,2,1,4,44,9
145,1953,Master,Married,0,3,1950,1,0,59354.0,0,2,24-04-2014,59,2,295,21,78,39,13,13,1,4,4,7,138,16
1646,1979,Basic,Single,0,8,1970,1,0,15862.0,1,0,27-06-2013,26,1,1,1,4,11,9,10,1,1,0,3,16,5
1410,1964,Graduation,Married,0,2,1960,0,0,42523.0,0,0,23-04-2014,96,0,14,36,11,3,26,35,1,1,1,4,50,7
318,1950,PhD,Married,0,4,1950,1,0,54432.0,2,1,09-05-2013,37,3,33,0,5,0,0,0,1,1,0,3,5,5
824,1988,Graduation,Single,0,6,1980,1,0,34176.0,1,0,12-05-2014,12,1,5,7,24,19,14,20,4,3,0,4,50,11
1475,1955,PhD,Single,0,8,1950,0,2,49667.0,0,0,20-08-2012,35,0,1181,26,120,17,13,39,2,5,10,5,163,22
1200,1959,PhD,Married,0,3,1950,1,0,75032.0,0,1,28-04-2013,74,1,952,12,180,47,12,12,2,5,4,9,239,20
1401,1972,Graduation,Single,0,7,1970,0,0,31907.0,0,0,04-03-2013,75,0,33,87,64,175,16,74,1,6,1,6,326,14
596,1975,Basic,Married,0,7,1970,1,0,30801.0,0,1,26-10-2012,23,1,8,4,5,15,2,11,2,1,0,3,24,6
457,1951,Graduation,Married,0,6,1950,1,0,53790.0,0,2,06-03-2014,86,2,335,42,127,28,5,5,3,7,2,8,197,20
880,1974,PhD,Married,0,6,1970,1,0,37087.0,1,0,11-08-2013,50,1,194,55,134,15,0,3,3,4,2,8,204,17
144,1966,Master,Married,0,3,1960,0,0,49605.0,0,0,21-06-2014,65,0,42,16,29,12,20,8,1,2,1,4,57,8
1457,1970,Master,Married,0,2,1970,0,0,79419.0,0,0,22-06-2014,96,0,751,127,687,20,15,31,1,4,6,4,834,15
1382,1977,PhD,Married,0,4,1970,1,0,69389.0,0,1,28-09-2012,17,1,422,7,238,69,46,15,1,7,2,12,314,22
1115,1953,Master,Married,0,4,1950,1,0,56129.0,0,1,20-06-2013,65,1,320,48,133,39,72,48,4,6,2,10,220,22
764,1970,Graduation,Single,0,7,1970,1,0,20587.0,1,0,11-05-2014,39,1,2,3,6,4,1,9,1,1,1,2,13,5
842,1969,Graduation,Married,0,8,1960,1,0,23228.0,1,0,26-01-2014,71,1,13,2,18,6,1,0,2,2,0,3,26,7
1217,1962,Graduation,Single,0,1,1960,1,1,76624.0,0,1,24-05-2014,68,1,411,106,147,54,115,66,1,5,10,7,307,23
1513,1953,PhD,Single,0,5,1950,1,0,51411.0,1,2,26-05-2013,81,3,14,0,3,0,0,1,1,0,0,3,3,4
1076,1975,Graduation,Divorced,0,1,1970,0,4,83829.0,0,0,08-10-2013,78,0,897,161,430,186,161,27,0,4,7,6,777,17
1021,1965,Master,Single,0,7,1960,1,0,33168.0,0,1,13-10-2012,0,1,80,1,37,0,1,3,3,2,1,4,38,10
592,1948,PhD,Married,0,5,1940,1,0,61467.0,0,2,09-12-2012,69,2,410,16,114,0,5,49,3,5,2,10,130,20
1569,1975,PhD,Married,0,2,1970,1,0,36663.0,1,0,25-04-2014,40,1,18,0,6,3,3,5,1,1,1,3,9,6
135,1992,Master,Single,0,2,1990,0,0,92859.0,0,0,19-10-2012,46,0,962,61,921,52,61,20,1,5,4,12,1034,22
1414,1979,Graduation,Married,0,9,1970,1,1,21645.0,1,0,03-09-2012,75,1,14,0,23,4,5,19,3,3,0,3,27,9
1290,1973,2n Cycle,Married,0,7,1970,1,0,46094.0,1,1,10-06-2014,62,2,12,2,20,3,2,5,1,1,0,3,25,5
83,1957,Graduation,Single,0,7,1950,1,3,50388.0,0,1,28-05-2014,3,1,292,6,37,0,3,34,4,6,1,6,43,17
1132,1974,Graduation,Married,0,4,1970,0,0,56715.0,0,0,05-12-2012,52,0,258,105,239,237,172,9,1,7,3,4,581,15
154,1955,Graduation,Single,0,1,1950,0,0,80317.0,0,0,20-08-2013,64,0,536,11,387,149,91,57,1,3,4,10,547,18
1218,1947,Master,Married,0,1,1940,0,0,66000.0,0,0,20-04-2014,36,0,244,51,270,101,0,45,1,1,3,5,422,10
1527,1976,Graduation,Divorced,0,7,1970,1,0,31859.0,1,0,14-06-2013,77,1,3,1,3,8,0,5,1,1,0,2,12,4
773,1957,PhD,Married,0,2,1950,0,4,82017.0,0,0,07-11-2012,58,0,184,23,446,30,23,23,1,5,4,7,499,17
484,1962,Master,Divorced,0,5,1960,1,0,59432.0,0,1,13-04-2013,88,1,317,25,265,25,19,12,3,5,3,11,315,22
127,1969,Graduation,Married,0,4,1960,0,0,73448.0,0,0,10-02-2014,10,0,236,106,189,23,41,130,1,7,2,9,318,19
1257,1951,Master,Married,0,8,1950,0,0,39767.0,0,0,21-07-2013,18,0,113,61,204,34,26,47,2,7,1,7,299,17
1583,1975,Graduation,Single,0,8,1970,1,0,33955.0,1,0,09-08-2013,92,1,100,2,128,23,7,10,4,5,1,5,153,15
1050,1958,Graduation,Married,0,6,1950,0,0,46610.0,0,0,18-07-2013,4,0,288,10,30,4,10,125,1,6,1,6,44,14
403,1962,Graduation,Married,0,3,1960,1,0,75072.0,0,1,23-01-2013,83,1,583,34,309,0,22,125,2,5,4,8,343,19
150,1949,Graduation,Married,0,4,1940,0,3,69372.0,0,0,19-02-2013,10,0,997,26,269,34,13,42,1,10,4,6,329,21
999,1953,PhD,Married,0,7,1950,1,1,64504.0,1,2,04-03-2013,81,3,986,36,168,16,0,108,7,11,3,4,220,25
346,1969,PhD,Married,0,1,1960,0,0,68462.0,0,0,12-12-2012,6,0,561,64,785,84,128,48,1,3,3,8,933,15
413,1941,PhD,Married,0,2,1940,0,1,93027.0,0,0,13-04-2013,77,0,1285,42,716,55,0,21,0,7,10,5,813,22
1396,1959,Graduation,Married,0,8,1950,0,0,18690.0,0,0,28-12-2012,77,0,6,1,7,23,4,19,1,1,1,2,31,5
1195,1986,Basic,Single,0,8,1980,1,0,8940.0,1,0,22-08-2012,25,1,1,45,3,4,6,42,3,3,1,3,52,10
1232,1976,Graduation,Married,0,6,1970,1,1,39356.0,1,1,19-03-2014,21,2,15,0,2,0,0,6,1,1,0,2,2,4
394,1965,Graduation,Married,0,6,1960,1,0,48006.0,1,1,09-06-2014,55,2,23,0,11,3,2,2,1,1,0,3,14,5
62,1967,Graduation,Married,0,7,1960,1,0,32474.0,1,1,11-05-2014,0,2,10,0,1,0,0,0,1,1,0,2,1,4
1124,1986,Graduation,Single,0,9,1980,1,2,26576.0,1,0,13-10-2012,40,1,10,0,8,0,0,9,1,1,0,2,8,4
208,1978,2n Cycle,Single,0,8,1970,1,0,52195.0,2,1,12-05-2014,2,3,12,0,4,0,0,1,1,1,0,2,4,4
496,1989,Graduation,Single,0,1,1980,0,0,81217.0,0,0,19-07-2013,77,0,493,70,324,146,40,84,1,3,7,11,540,22
352,1978,PhD,Married,0,9,1970,1,0,37717.0,1,0,23-11-2012,31,1,9,0,6,4,1,5,1,1,0,2,10,4
95,1983,PhD,Married,0,5,1980,0,0,50150.0,0,0,20-06-2013,32,0,135,46,92,65,61,11,2,5,2,7,203,16
959,1960,2n Cycle,Divorced,0,4,1960,1,0,46779.0,1,1,12-07-2013,55,2,12,1,3,0,0,7,1,0,1,2,4,4
143,1973,2n Cycle,Married,0,8,1970,1,0,35688.0,2,1,22-08-2012,94,3,73,3,90,12,1,32,7,4,1,4,105,16
1086,1954,Graduation,Divorced,0,1,1950,0,0,76773.0,0,0,25-02-2013,79,0,516,56,449,86,33,16,1,2,2,11,591,16
1430,1970,Graduation,Single,0,2,1970,0,4,93790.0,0,0,12-02-2014,16,0,1302,68,731,89,114,45,0,6,7,12,888,25
1063,1958,PhD,Married,0,5,1950,0,5,84460.0,0,0,04-01-2013,80,0,152,27,103,106,54,81,0,9,9,4,236,22
236,1964,PhD,Married,0,6,1960,1,0,31686.0,1,1,05-06-2014,31,2,11,0,5,0,0,1,2,1,0,3,5,6
222,1966,Graduation,Single,0,7,1960,1,1,37070.0,1,1,20-03-2013,30,2,231,7,137,4,15,39,9,5,1,8,148,23
1537,1954,Graduation,Married,0,2,1950,1,0,75315.0,0,1,15-04-2014,14,1,459,15,171,142,23,31,2,5,4,12,328,23
345,1955,Graduation,Married,0,6,1950,1,1,50737.0,0,1,11-05-2013,61,1,78,0,11,0,0,10,1,2,0,4,11,7
120,1965,2n Cycle,Married,0,1,1960,0,0,71488.0,0,0,18-02-2013,87,0,162,33,124,40,28,172,2,3,4,7,197,16
588,1981,Graduation,Married,0,8,1980,1,0,31089.0,1,0,17-08-2012,57,1,31,3,31,2,8,4,3,3,0,4,36,10
1749,1976,PhD,Single,0,5,1970,1,0,42473.0,1,1,17-02-2014,72,2,93,1,21,0,4,25,3,2,1,4,22,10
332,1950,PhD,Married,0,3,1950,1,0,59292.0,0,1,13-06-2013,71,1,378,14,68,19,14,14,2,3,5,8,101,18
1535,1952,Graduation,Single,0,5,1950,1,0,47958.0,0,1,19-01-2013,8,1,268,11,88,15,3,22,2,6,3,5,114,16
193,1952,Graduation,Divorced,0,5,1950,1,1,69142.0,0,1,29-06-2014,50,1,448,4,34,6,4,39,3,8,1,7,44,19
235,1958,Graduation,Married,0,7,1950,1,0,61074.0,0,1,17-08-2012,37,1,789,0,133,0,28,152,7,11,5,8,133,31
181,1966,Graduation,Married,0,5,1960,1,0,61286.0,0,1,02-08-2013,34,1,356,0,107,19,9,117,2,7,1,8,126,18
1415,1948,Master,Divorced,0,3,1940,0,2,78427.0,0,0,24-10-2012,36,0,972,19,595,180,26,138,3,3,7,10,794,23
389,1956,2n Cycle,Divorced,0,6,1950,1,0,31395.0,1,1,23-03-2013,80,2,23,1,25,0,8,7,4,2,1,3,26,10
968,1954,Graduation,Divorced,0,1,1950,0,5,85683.0,0,0,21-03-2014,6,0,1296,17,311,45,69,51,1,2,4,10,373,17
1627,1972,2n Cycle,Married,0,6,1970,1,0,50334.0,0,1,24-07-2013,24,1,284,16,160,84,16,134,6,7,4,6,260,23
669,1976,PhD,Divorced,0,4,1970,1,0,66476.0,0,1,07-03-2013,99,1,372,18,126,47,48,78,2,5,2,11,191,20
1234,1973,PhD,Divorced,0,5,1970,1,1,35860.0,1,1,19-05-2014,37,2,15,0,8,4,2,20,2,1,1,2,12,6
1626,1954,PhD,Married,0,3,1950,1,0,62670.0,0,1,02-02-2014,57,1,539,30,92,80,46,38,1,5,3,13,202,22
331,1969,PhD,Married,0,8,1960,1,2,55212.0,0,1,23-11-2012,65,1,1103,0,45,0,0,34,3,4,2,11,45,20
614,1960,Graduation,Married,0,7,1960,1,1,70971.0,0,1,21-09-2012,28,1,1001,17,572,93,125,17,7,11,11,5,682,34
1030,1983,Master,Married,0,7,1980,1,0,27100.0,1,0,05-04-2013,64,1,12,0,13,2,0,10,1,1,0,3,15,5
266,1956,Graduation,Single,0,5,1950,0,1,60714.0,0,0,17-01-2013,56,0,216,162,224,101,92,162,2,7,4,10,487,23
1700,1959,Graduation,Married,0,8,1950,0,0,18690.0,0,0,28-12-2012,77,0,6,1,7,23,4,19,1,1,1,2,31,5
545,1978,PhD,Single,0,5,1970,1,0,54880.0,1,0,01-03-2013,57,1,308,85,137,102,45,118,2,6,2,11,324,21
1192,1963,PhD,Married,0,9,1960,1,0,33629.0,1,1,08-08-2012,49,2,132,0,16,0,0,4,5,3,1,4,16,13
105,1960,Master,Married,0,2,1960,0,0,89058.0,0,0,07-12-2012,18,0,454,194,106,31,22,43,1,5,4,4,331,14
1270,1978,PhD,Married,0,9,1970,1,0,34043.0,1,0,25-10-2013,97,1,20,2,14,3,0,10,1,2,0,2,19,5
1691,1991,Graduation,Single,0,2,1990,0,4,90273.0,0,0,14-12-2013,32,0,704,129,853,120,74,111,1,5,6,7,1102,19
630,1964,Graduation,Single,0,5,1960,1,1,45906.0,0,1,07-05-2013,20,1,305,3,27,4,3,144,2,5,4,4,34,15
683,1973,Graduation,Divorced,0,4,1970,1,0,78901.0,0,1,17-09-2013,99,1,321,11,309,33,26,34,3,9,3,5,353,20
20,1949,PhD,Married,0,8,1940,1,1,58607.0,0,1,23-12-2012,63,1,867,0,86,0,0,19,3,2,3,9,86,17
870,1962,Graduation,Married,0,8,1960,1,0,51195.0,1,1,01-04-2013,46,2,230,14,156,82,24,58,8,9,2,5,252,24
242,1985,Graduation,Single,0,6,1980,1,0,29938.0,1,0,27-10-2013,52,1,3,3,7,0,2,11,2,1,0,3,10,6
50,1978,Graduation,Married,0,3,1970,1,0,66373.0,1,1,12-06-2013,57,2,328,9,124,12,24,109,7,4,2,10,145,23
915,1971,PhD,Married,0,8,1970,1,0,32892.0,1,0,25-05-2014,78,1,26,0,15,2,1,2,2,3,0,3,17,8
441,1971,Master,Single,0,5,1970,1,0,36230.0,1,0,17-10-2013,17,1,14,2,30,8,2,3,1,2,0,4,40,7
707,1976,Graduation,Married,0,9,1970,1,2,7500.0,1,0,01-08-2012,19,1,7,0,12,13,7,32,5,4,1,2,25,12
1147,1990,PhD,Married,0,5,1990,0,0,74214.0,0,0,26-08-2012,3,0,863,83,547,86,99,33,1,8,2,5,716,16
1386,1990,Graduation,Single,0,9,1990,1,0,34412.0,1,0,13-02-2013,62,1,52,12,50,4,36,55,3,5,0,3,66,11
822,1950,Graduation,Married,0,5,1950,1,0,34026.0,1,1,05-08-2013,11,2,18,6,15,12,8,17,3,2,1,3,33,9
301,1967,Graduation,Married,0,7,1960,1,0,22574.0,2,1,28-10-2013,28,3,25,0,8,2,0,2,2,2,0,3,10,7
172,1959,Graduation,Married,0,2,1950,1,0,38285.0,2,1,24-06-2014,96,3,2,0,5,2,0,1,1,0,0,3,7,4
284,1965,Graduation,Married,0,6,1960,1,0,29672.0,1,1,12-03-2013,6,2,9,1,3,0,4,8,1,0,0,3,4,4
920,1952,2n Cycle,Single,0,6,1950,1,0,64831.0,1,1,10-06-2013,51,2,480,86,249,75,86,144,8,6,3,5,410,22
1616,1974,Master,Married,0,6,1970,1,0,58494.0,0,1,12-12-2013,56,1,298,7,68,4,0,19,2,6,2,6,79,16
344,1978,Graduation,Single,1,7,1970,1,0,38643.0,1,1,29-11-2013,45,2,22,2,14,0,1,10,2,2,0,3,16,7
306,1972,Graduation,Married,0,7,1970,1,0,40321.0,1,1,29-07-2013,59,2,44,4,21,6,0,27,2,3,0,3,31,8
1716,1946,Master,Married,0,2,1940,0,0,66835.0,0,0,28-09-2013,21,0,620,26,195,34,17,141,1,6,4,13,255,24
922,1983,Graduation,Divorced,0,1,1980,0,2,82025.0,0,0,28-05-2013,76,0,267,98,606,48,70,98,1,3,2,6,752,12
1545,1960,PhD,Married,0,8,1960,1,0,38201.0,0,1,29-03-2013,19,1,233,0,23,0,0,12,4,5,1,5,23,15
167,1959,PhD,Married,0,5,1950,1,0,53537.0,1,1,30-01-2014,17,2,81,0,6,0,0,6,2,2,1,3,6,8
421,1967,2n Cycle,Married,0,7,1960,1,0,67309.0,1,1,23-01-2013,76,2,515,47,181,149,95,95,15,9,6,9,377,39
225,1951,Graduation,Single,0,3,1950,0,0,15033.0,0,0,16-04-2014,37,0,0,4,5,6,0,4,1,1,0,3,15,5
12,1952,Master,Divorced,0,6,1950,1,0,59354.0,1,1,15-11-2013,53,2,233,2,53,3,5,14,3,6,1,5,58,15
1315,1990,Graduation,Married,0,6,1990,0,0,18929.0,0,0,16-02-2013,15,0,32,0,8,23,4,18,1,1,0,4,31,6
1092,1983,Master,Married,0,6,1980,0,2,36262.0,0,0,20-09-2013,24,0,88,39,54,64,28,153,1,3,5,3,157,12
90,1970,PhD,Married,0,5,1970,1,0,23626.0,1,0,24-05-2014,84,1,27,2,14,0,0,0,3,3,1,3,16,10
1330,1963,Graduation,Single,0,2,1960,0,0,80695.0,0,0,29-12-2013,85,0,557,129,984,193,37,18,1,5,8,5,1306,19
1441,1970,Graduation,Married,0,5,1970,1,0,67419.0,0,1,16-01-2013,29,1,846,84,352,91,56,42,4,9,4,8,527,25
857,1953,Graduation,Married,0,2,1950,0,3,80812.0,0,0,17-09-2013,95,0,769,22,500,210,143,33,1,4,8,5,732,18
1490,1970,Graduation,Single,0,9,1970,1,1,27242.0,1,0,11-11-2012,2,1,3,17,26,20,1,39,2,2,0,3,63,7
1489,1972,Master,Married,0,8,1970,1,0,37787.0,1,0,20-09-2013,50,1,40,1,40,4,3,18,1,3,0,3,45,7
304,1966,Graduation,Married,0,4,1960,1,0,54198.0,1,1,17-12-2013,13,2,185,0,28,3,2,17,6,3,1,6,31,16
1358,1972,PhD,Married,0,7,1970,1,0,51222.5,1,0,02-03-2014,17,1,25,1,13,0,0,3,1,1,0,3,14,5
1694,1979,Master,Single,0,6,1970,1,1,16653.0,1,0,18-04-2014,10,1,5,7,31,15,4,7,3,2,1,3,53,9
1682,1966,Graduation,Married,0,3,1960,0,1,80398.0,0,0,10-11-2012,92,0,342,51,936,207,35,26,1,5,8,12,1194,26
490,1961,Master,Married,0,5,1960,1,0,48330.0,0,1,15-11-2013,2,1,28,0,4,0,0,0,1,1,0,3,4,5
74,1976,2n Cycle,Married,1,3,1970,0,0,26326.0,0,0,04-09-2013,12,0,1,0,5,0,3,9,1,0,0,3,5,4
515,1958,PhD,Married,0,2,1950,0,0,77863.0,0,0,27-11-2013,20,0,881,38,319,16,25,12,1,4,5,10,373,20
1095,1968,Graduation,Single,0,3,1960,1,0,70566.0,0,1,06-10-2013,4,1,381,28,215,84,28,21,2,6,5,9,327,22
561,1978,2n Cycle,Single,0,8,1970,1,0,38593.0,1,0,13-09-2013,42,1,51,12,49,17,24,24,3,4,1,3,78,11
179,1983,Graduation,Married,0,9,1980,1,0,25271.0,1,0,05-12-2012,45,1,10,1,18,10,4,7,1,1,1,2,29,5
109,1991,Graduation,Single,0,3,1990,0,3,86037.0,0,0,02-01-2013,95,0,490,44,125,29,20,22,1,6,7,11,198,25
116,1953,Master,Married,0,4,1950,1,0,56129.0,0,1,20-06-2013,65,1,320,48,133,39,72,48,4,6,2,10,220,22
293,1988,Graduation,Single,0,8,1980,1,0,39747.0,1,0,13-04-2014,43,1,80,15,93,20,13,52,3,5,1,4,128,13
1100,1962,Graduation,Divorced,0,8,1960,1,1,39552.0,1,1,18-12-2012,54,2,165,3,147,4,24,41,7,6,2,5,154,20
1072,1958,Graduation,Divorced,0,1,1950,1,0,79803.0,0,1,02-06-2014,54,1,574,8,216,21,16,33,1,4,3,5,245,13
643,1966,PhD,Single,0,6,1960,1,1,46734.0,1,2,21-10-2013,86,3,100,1,39,6,1,76,4,3,2,3,46,12
772,1945,Master,Married,0,2,1940,0,0,62847.0,0,0,15-01-2013,45,0,521,168,706,80,76,61,1,3,6,4,954,14
1451,1979,Graduation,Single,0,7,1970,1,0,60474.0,0,1,01-04-2013,25,1,265,199,303,234,9,170,7,10,2,12,736,31
1220,1992,Basic,Single,0,9,1990,1,0,7500.0,1,0,03-12-2012,63,1,10,17,18,8,26,40,4,3,2,2,43,11
622,1962,Graduation,Divorced,0,7,1960,1,0,46102.0,2,1,10-03-2014,3,3,14,0,1,0,0,1,1,1,0,2,1,4
1424,1953,Graduation,Single,0,1,1950,0,1,73892.0,0,0,13-11-2013,40,0,703,102,601,0,58,43,1,3,11,8,703,23
409,1973,PhD,Married,0,7,1970,1,0,37401.0,1,0,06-05-2014,14,1,19,3,19,3,1,3,2,2,0,3,25,7
636,1985,Graduation,Married,0,9,1980,1,0,29103.0,1,0,27-08-2012,38,1,16,0,17,6,3,6,2,1,0,3,23,6
1722,1949,PhD,Divorced,0,8,1940,1,2,51569.0,0,1,12-02-2013,39,1,380,0,47,6,0,34,4,7,1,7,53,19
288,1982,Graduation,Single,0,1,1980,0,0,68627.0,0,0,12-01-2013,45,0,395,15,263,60,54,38,1,2,3,6,338,12
1549,1976,Master,Single,0,7,1970,1,0,60482.0,0,1,23-01-2013,81,1,255,43,134,37,14,24,1,7,2,7,214,17
337,1971,Graduation,Divorced,0,7,1970,1,0,30372.0,1,1,25-12-2012,33,2,15,0,12,7,3,7,3,2,0,3,19,8
1267,1977,PhD,Single,0,7,1970,1,0,42997.0,1,1,07-12-2013,91,2,4,0,5,0,1,5,1,1,0,2,5,4
1658,1989,Graduation,Single,0,1,1980,0,0,81217.0,0,0,19-07-2013,77,0,493,70,324,146,40,84,1,3,7,11,540,22
1012,1980,Graduation,Single,0,8,1980,0,0,28071.0,0,0,29-08-2012,65,0,39,33,130,41,26,44,2,5,1,5,204,13
46,1957,Graduation,Divorced,0,2,1950,1,0,65486.0,0,1,12-05-2014,29,1,245,19,125,37,67,14,1,4,2,10,181,17
747,1952,Graduation,Single,0,1,1950,0,0,75127.0,0,0,22-05-2014,92,0,203,35,305,46,17,227,1,2,11,5,386,19
753,1979,Graduation,Married,0,2,1970,1,0,72063.0,0,1,03-07-2013,3,1,180,32,348,76,32,90,2,5,2,12,456,21
462,1978,Graduation,Married,0,7,1970,1,0,38415.0,1,1,02-01-2013,91,2,22,1,13,4,0,4,2,1,0,3,18,6
1546,1982,Graduation,Married,0,6,1980,1,1,45203.0,2,0,23-03-2014,4,2,35,3,67,10,8,24,1,3,1,3,80,8
1238,1952,Graduation,Single,0,7,1950,1,1,47139.0,1,1,06-03-2014,2,2,46,0,12,0,2,23,2,2,1,2,12,7
1495,1976,Graduation,Married,0,7,1970,1,0,58597.0,1,1,20-11-2012,20,2,490,0,184,10,28,21,12,7,4,9,194,32
424,1956,Master,Married,0,5,1950,1,0,50943.0,0,1,21-06-2013,49,1,31,0,7,2,0,6,1,1,0,3,9,5
325,1960,Graduation,Divorced,0,3,1960,1,0,62204.0,0,2,12-09-2012,38,2,317,46,247,151,46,139,1,4,5,12,444,22
664,1963,Graduation,Divorced,0,6,1960,1,0,68118.0,0,1,18-10-2013,51,1,595,23,123,10,23,154,2,8,9,4,156,23
350,1969,PhD,Divorced,0,4,1960,1,0,62187.0,0,1,22-03-2014,38,1,512,0,83,0,0,41,3,6,2,10,83,21
447,1952,Graduation,Married,0,2,1950,1,0,50300.0,0,1,25-05-2014,52,1,143,15,60,24,23,5,2,2,1,8,99,13
1181,1965,PhD,Married,0,2,1960,0,1,84618.0,0,0,22-11-2013,96,0,684,100,801,21,66,0,1,6,9,10,922,26
1041,1961,Graduation,Married,0,7,1960,1,0,16860.0,1,1,12-09-2012,19,2,10,4,4,3,3,14,3,1,1,3,11,8
1240,1963,PhD,Married,0,8,1960,1,1,53378.0,1,1,24-09-2012,41,2,489,6,152,8,6,132,10,9,4,6,166,29
1635,1967,PhD,Married,0,4,1960,1,0,63246.0,0,2,20-08-2013,60,2,593,30,91,29,22,7,1,6,3,12,150,22
754,1951,PhD,Married,0,3,1950,0,0,78939.0,0,0,12-12-2013,57,0,794,115,243,150,0,205,1,8,5,6,508,20
138,1974,PhD,Single,0,6,1970,1,0,68352.0,0,1,28-08-2013,47,1,614,16,132,43,33,33,3,8,5,9,191,25
451,1958,PhD,Divorced,0,6,1950,1,0,50520.0,0,1,28-01-2014,25,1,112,0,6,2,1,14,2,3,1,3,8,9
699,1960,2n Cycle,Divorced,0,2,1960,0,2,87305.0,0,0,23-09-2012,19,0,345,25,501,63,138,80,1,5,3,8,589,17
1486,1980,Graduation,Single,0,5,1980,1,0,51766.0,1,0,11-03-2014,74,1,60,51,87,6,20,51,2,4,2,4,144,12
830,1963,Graduation,Single,0,5,1960,1,0,49980.0,0,1,23-10-2013,79,1,104,1,54,13,9,14,2,3,1,5,68,11
1102,1977,Graduation,Married,0,3,1970,1,0,46931.0,2,1,24-04-2014,94,3,41,0,17,3,1,16,2,1,1,3,20,7
950,1988,Graduation,Married,0,1,1980,0,0,84219.0,0,0,02-02-2014,27,0,434,137,400,45,137,45,1,3,4,10,582,18
1019,1962,Graduation,Married,0,2,1960,0,1,76081.0,0,0,23-05-2014,85,0,292,30,415,63,33,200,1,4,5,4,508,14
