,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntGroceryProducts,TotalPurchase,YearRange,TotalChild,HaveChild
1632,1980,Graduation,Married,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,40,6,1980,1,1
1633,1978,Graduation,Married,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,692,23,1970,0,0
1634,1971,Graduation,Married,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,40,11,1970,2,1
1635,1955,PhD,Married,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,10,10,1950,2,1
1636,1983,PhD,Married,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,3,4,1980,1,1
1637,1952,Graduation,Married,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,51,13,1950,1,1
1638,1969,Graduation,Married,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,8,5,1960,2,1
1639,1980,Master,Divorced,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,921,16,1980,0,0
1640,1968,Graduation,Married,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,78,25,1960,1,1
1641,1971,Graduation,Single,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,348,27,1970,1,1
1642,1989,Graduation,Single,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,540,22,1980,0,0
1643,1951,Graduation,Single,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,94,21,1950,1,1
1644,1987,Master,Divorced,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,565,19,1980,0,0
1645,1985,PhD,Married,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,5,4,1980,1,1
1646,1981,2n Cycle,Single,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,16,4,1980,1,1
1647,1990,Graduation,Married,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,35,6,1990,0,0
1648,1952,Graduation,Divorced,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,433,21,1950,1,1
1649,1971,2n Cycle,Married,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,7,4,1970,2,1
1650,1983,PhD,Married,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,174,11,1980,0,0
1651,1957,PhD,Divorced,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,2,5,1950,2,1
1652,1951,Master,Divorced,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,869,25,1950,2,1
1653,1976,Graduation,Married,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,468,28,1970,1,1
1654,1955,Master,Married,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,14,9,1950,2,1
1655,1989,Graduation,Single,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,43,10,1980,1,1
1656,1973,PhD,Married,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,65,25,1970,1,1
1657,1973,Basic,Married,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,39,11,1970,1,1
1658,1984,PhD,Married,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,77,11,1980,1,1
1659,1956,Master,Married,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,222,32,1950,1,1
1660,1965,Graduation,Married,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,147,13,1960,1,1
1661,1978,Graduation,Married,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,303,20,1970,1,1
1662,1973,PhD,Married,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,46,12,1970,1,1
1663,1986,Graduation,Married,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,976,22,1980,0,0
1664,1959,Master,Married,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,440,23,1950,1,1
1665,1978,Graduation,Married,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,15,6,1970,1,1
1666,1966,Graduation,Married,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,1194,26,1960,0,0
1667,1992,Basic,Single,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,33,8,1990,1,1
1668,1984,Graduation,Married,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,196,18,1980,1,1
1669,1956,Graduation,Single,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,426,17,1950,1,1
1670,1977,Graduation,Married,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,18,7,1970,2,1
1671,1974,Graduation,Married,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,83,14,1970,2,1
1672,1976,PhD,Married,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,255,25,1970,1,1
1673,1979,Graduation,Married,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,6,4,1970,1,1
1674,1983,PhD,Married,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,1008,25,1980,0,0
1675,1991,Graduation,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,1102,19,1990,0,0
1676,1962,PhD,Divorced,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,651,24,1960,0,0
1677,1982,PhD,Single,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,134,17,1980,1,1
1678,1979,Master,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,53,9,1970,1,1
1679,1955,Graduation,Married,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,58,16,1950,2,1
1680,1965,Basic,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,23,5,1960,1,1
1681,1961,Master,Married,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,378,27,1960,2,1
1682,1951,Graduation,Married,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,425,28,1950,1,1
1683,1964,PhD,Married,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,14,7,1960,2,1
1684,1959,Graduation,Married,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,31,5,1950,0,0
1685,1955,Graduation,Divorced,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,12,5,1950,2,1
1686,1966,Graduation,Married,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,760,21,1960,0,0
1687,1958,2n Cycle,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,215,18,1950,1,1
1688,1954,Graduation,Divorced,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,403,26,1950,1,1
1689,1967,Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,260,19,1960,2,1
1690,1963,Graduation,Married,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,492,23,1960,0,0
1691,1959,Graduation,Married,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,176,17,1950,1,1
1692,1971,PhD,Married,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,12,5,1970,1,1
1693,1964,Graduation,Married,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,13,10,1960,1,1
1694,1983,Graduation,Married,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,96,19,1980,1,1
1695,1945,PhD,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,50,8,1940,0,0
1696,1947,Graduation,Married,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,856,25,1940,0,0
1697,1969,PhD,Divorced,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,69,23,1960,1,1
1698,1952,Graduation,Married,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,852,23,1950,0,0
1699,1947,Basic,Married,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,15,4,1940,0,0
1700,1946,Master,Married,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,255,24,1940,0,0
1701,1969,Graduation,Divorced,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,329,23,1960,1,1
1702,1949,PhD,Married,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,652,15,1940,0,0
1703,1961,PhD,Married,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,152,19,1960,1,1
1704,1974,Graduation,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,155,16,1970,1,1
1705,1980,2n Cycle,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,26,5,1980,1,1
1706,1949,PhD,Divorced,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,53,19,1940,1,1
1707,1971,Graduation,Divorced,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,19,8,1970,2,1
1708,1979,Basic,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,20,10,1970,2,1
1709,1968,Graduation,Married,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,25,9,1960,2,1
1710,1971,Master,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,65,10,1970,1,1
1711,1955,PhD,Married,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,8,7,1950,2,1
1712,1972,Graduation,Married,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,340,21,1970,1,1
1713,1964,2n Cycle,Married,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,290,20,1960,1,1
1714,1979,2n Cycle,Divorced,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,19,7,1970,1,1
1715,1975,Graduation,Married,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,159,16,1970,1,1
1716,1977,Graduation,Married,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,256,26,1970,1,1
1717,1986,2n Cycle,Married,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,25,8,1980,1,1
1718,1956,Graduation,Married,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,414,26,1950,1,1
1719,1980,PhD,Single,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,3,5,1980,1,1
1720,1982,Graduation,Married,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,662,17,1980,0,0
1721,1961,Basic,Married,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,18,6,1960,0,0
1722,1975,Master,Married,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,29,10,1970,1,1
1723,1974,PhD,Divorced,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,43,9,1970,1,1
1724,1946,PhD,Married,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,74,10,1940,0,0
1725,1985,Graduation,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,595,21,1980,0,0
1726,1967,Graduation,Married,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,3,5,1960,1,1
1727,1955,Graduation,Married,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,58,16,1950,2,1
1728,1985,Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,79,12,1980,1,1
1729,1977,PhD,Married,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,49,13,1970,0,0
1730,1973,PhD,Married,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,18,7,1970,1,1
1731,1984,2n Cycle,Married,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,272,19,1980,0,0
1732,1979,Basic,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,22,7,1970,1,1
1733,1976,PhD,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,22,10,1970,2,1
1734,1968,Graduation,Married,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,342,24,1960,0,0
1735,1959,Graduation,Married,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,221,25,1950,1,1
1736,1971,Graduation,Married,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,101,17,1970,2,1
1737,1967,Graduation,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,60,14,1960,2,1
1738,1973,Graduation,Married,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,49,20,1970,1,1
1739,1983,Graduation,Married,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,42,7,1980,1,1
1740,1979,2n Cycle,Married,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,372,29,1970,2,1
1741,1979,Graduation,Married,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,430,24,1970,1,1
1742,1950,Graduation,Married,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,33,9,1950,2,1
1743,1963,PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,9,7,1960,2,1
1744,1962,2n Cycle,Married,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,523,26,1960,0,0
1745,1976,Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,38,7,1970,1,1
1746,1952,Graduation,Married,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,52,14,1950,2,1
1747,1960,Master,Married,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,10,5,1960,2,1
1748,1955,Graduation,Single,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,138,14,1950,1,1
1749,1977,Master,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,36,8,1970,1,1
1750,1964,Graduation,Married,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,107,15,1960,2,1
1751,1981,2n Cycle,Married,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,413,21,1980,1,1
1752,1976,Graduation,Married,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,505,26,1970,1,1
1753,1974,Graduation,Married,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,774,29,1970,1,1
1754,1951,Master,Married,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,10,10,1950,2,1
1755,1966,Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,148,23,1960,2,1
1756,1951,Graduation,Married,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,5,6,1950,2,1
1757,1958,Graduation,Married,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,181,27,1950,1,1
1758,1964,Graduation,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,16,10,1960,2,1
1759,1956,Graduation,Married,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,1256,17,1950,0,0
1760,1974,PhD,Single,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,709,17,1970,0,0
1761,1966,Graduation,Married,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,12,6,1960,2,1
1762,1963,PhD,Single,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,193,21,1960,1,1
1763,1969,Master,Married,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,263,14,1960,0,0
1764,1992,Graduation,Married,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,825,12,1990,0,0
1765,1954,Graduation,Divorced,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,519,20,1950,1,1
1766,1983,PhD,Married,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,9,5,1980,1,1
1767,1982,2n Cycle,Married,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,242,22,1980,1,1
1768,1951,Graduation,Single,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,536,22,1950,0,0
1769,1956,Graduation,Married,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,108,19,1950,2,1
1770,1961,PhD,Married,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,3,4,1960,2,1
1771,1962,Graduation,Married,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,495,16,1960,1,1
1772,1971,Master,Divorced,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,9,7,1970,2,1
1773,1971,Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,36,10,1970,2,1
1774,1968,Graduation,Married,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,298,23,1960,1,1
1775,1978,2n Cycle,Married,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,362,25,1970,0,0
1776,1969,Graduation,Married,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,11,5,1960,1,1
1777,1965,PhD,Divorced,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,68,15,1960,1,1
1778,1986,Graduation,Married,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,940,16,1980,0,0
1779,1958,Master,Married,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,867,24,1950,0,0
1780,1975,Master,Married,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,87,10,1970,1,1
1781,1987,Graduation,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,44,9,1980,1,1
1782,1959,Graduation,Married,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,24,12,1950,1,1
1783,1962,PhD,Married,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,182,31,1960,1,1
1784,1974,Graduation,Married,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,81,12,1970,1,1
1785,1977,Graduation,Married,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,76,12,1970,2,1
1786,1978,Graduation,Married,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,33,9,1970,2,1
1787,1970,PhD,Married,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,635,25,1970,0,0
1788,1957,Graduation,Married,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,45,14,1950,1,1
1789,1955,2n Cycle,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,82,16,1950,1,1
1790,1954,PhD,Divorced,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,487,33,1950,1,1
1791,1982,PhD,Married,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,62,11,1980,1,1
1792,1953,Master,Divorced,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,713,18,1950,0,0
1793,1968,Master,Divorced,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,22,7,1960,1,1
1794,1957,Master,Married,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,511,15,1950,0,0
1795,1965,Master,Married,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,130,19,1960,2,1
1796,1975,PhD,Married,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,294,23,1970,0,0
1797,1990,Graduation,Married,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,47,6,1990,0,0
1798,1966,PhD,Married,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,59,18,1960,1,1
1799,1988,Graduation,Single,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,22,6,1980,1,1
1800,1995,2n Cycle,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,655,28,1990,0,0
1801,1975,Graduation,Married,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,8,4,1970,1,1
1802,1978,PhD,Married,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,986,21,1970,0,0
1803,1961,Graduation,Married,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,1005,14,1960,0,0
1804,1984,PhD,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,535,20,1980,0,0
1805,1971,Master,Divorced,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,72,32,1970,1,1
1806,1951,Master,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,17,7,1950,3,1
1807,1976,Master,Married,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,28,7,1970,0,0
1808,1972,PhD,Married,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,742,23,1970,0,0
1809,1985,Graduation,Married,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,286,18,1980,1,1
1810,1966,PhD,Married,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,228,14,1960,1,1
1811,1975,2n Cycle,Divorced,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,6,4,1970,0,0
1812,1979,Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,205,15,1970,1,1
1813,1971,Graduation,Married,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,412,14,1970,1,1
1814,1982,Graduation,Married,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,608,20,1980,0,0
1815,1973,Graduation,Divorced,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,109,29,1970,2,1
1816,1968,Master,Married,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,17,9,1960,2,1
1817,1984,Graduation,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,15,5,1980,1,1
1818,1977,2n Cycle,Married,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,1055,22,1970,0,0
1819,1967,PhD,Divorced,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,19,7,1960,1,1
1820,1964,Graduation,Divorced,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,475,26,1960,1,1
1821,1972,Graduation,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,9,7,1970,2,1
1822,1948,PhD,Single,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,151,25,1940,1,1
1823,1952,Graduation,Divorced,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,16,5,1950,1,1
1824,1987,2n Cycle,Single,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,18,5,1980,0,0
1825,1959,Master,Divorced,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,422,21,1950,0,0
1826,1958,Graduation,Married,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,740,20,1950,0,0
1827,1951,PhD,Married,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,299,26,1950,1,1
1828,1975,Graduation,Divorced,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,459,26,1970,1,1
1829,1984,PhD,Married,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,434,18,1980,0,0
1830,1969,PhD,Married,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,6,6,1960,1,1
1831,1968,PhD,Divorced,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,16,10,1960,1,1
1832,1969,Master,Single,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,249,23,1960,1,1
1833,1985,PhD,Single,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,21,6,1980,0,0
1834,1984,Graduation,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,197,17,1980,1,1
1835,1957,PhD,Married,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,10,5,1950,2,1
1836,1971,PhD,Divorced,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1000,16,1970,0,0
1837,1975,Graduation,Married,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,297,25,1970,2,1
1838,1982,Graduation,Married,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,174,15,1980,1,1
1839,1988,PhD,Married,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,1052,20,1980,0,0
1840,1989,Master,Married,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,864,20,1980,0,0
1841,1985,Graduation,Married,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,42,7,1980,1,1
1842,1968,Graduation,Divorced,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,63,28,1960,1,1
1843,1974,Graduation,Single,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,471,11,1970,0,0
1844,1949,Graduation,Divorced,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,89,12,1940,1,1
1845,1978,Basic,Married,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,43,5,1970,1,1
1846,1954,PhD,Single,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,523,15,1950,0,0
1847,1950,PhD,Married,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,101,18,1950,1,1
1848,1964,PhD,Married,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,22,7,1960,2,1
1849,1983,Graduation,Single,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,19,5,1980,0,0
1850,1987,Master,Married,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,107,15,1980,0,0
1851,1971,Graduation,Divorced,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,27,9,1970,1,1
1852,1968,Graduation,Married,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,18,14,1960,1,1
1853,1954,Graduation,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,464,14,1950,0,0
1854,1971,PhD,Married,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,296,28,1970,1,1
1855,1986,Graduation,Married,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,18,7,1980,1,1
1856,1959,Graduation,Married,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,17,5,1950,0,0
1857,1980,Master,Married,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,17,5,1980,1,1
1858,1970,Graduation,Single,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,373,22,1970,1,1
1859,1971,Master,Married,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,628,24,1970,0,0
1860,1967,Graduation,Married,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,615,18,1960,1,1
1861,1963,PhD,Divorced,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,71,31,1960,1,1
1862,1968,Graduation,Single,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,120,23,1960,1,1
1863,1990,Graduation,Married,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,31,6,1990,0,0
1864,1981,PhD,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,15,8,1980,1,1
1865,1976,Graduation,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,81,8,1970,0,0
1866,1965,PhD,Married,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,4,4,1960,2,1
1867,1977,2n Cycle,Single,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,19,6,1970,1,1
1868,1972,2n Cycle,Married,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,339,22,1970,1,1
1869,1956,Graduation,Single,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,217,22,1950,0,0
