,AcceptedCmp,Complain,Dt_Customer,Education,HaveChild,Income,Kidhome,Marital_Status,MntFishProducts,MntFruits,MntGoldProds,MntGroceryProducts,MntMeatProducts,MntSweetProducts,MntWines,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,Teenhome,TotalChild,TotalPurchase,Unnamed: 0,YearRange,Year_Birth
1656,3,0,23-07-2013,Graduation,1,56534.0,0,Married,10,7,46,78,61,0,691,4,4,7,10,8,35,1,1,25,1656,1960,1968
1657,0,0,04-01-2013,Graduation,1,58350.0,0,Single,116,26,80,348,206,80,493,3,4,12,8,6,5,1,1,27,1657,1970,1971
1658,0,0,19-07-2013,Graduation,0,81217.0,0,Single,146,70,84,540,324,40,493,7,1,11,3,1,77,0,0,22,1658,1980,1989
1659,0,0,19-07-2013,Graduation,1,49090.0,0,Single,7,5,100,94,82,0,494,2,3,9,7,7,45,1,1,21,1659,1950,1951
1660,0,0,06-07-2013,Master,0,61787.0,0,Divorced,78,73,85,565,414,48,621,4,1,6,8,5,71,0,0,19,1660,1980,1987
1661,0,0,19-02-2013,PhD,1,18169.0,1,Married,0,0,7,5,5,0,9,0,1,2,1,8,40,0,1,4,1661,1980,1985
1662,0,0,27-08-2012,2n Cycle,1,24336.0,1,Single,8,6,12,16,2,2,1,0,1,2,1,7,82,0,1,4,1662,1980,1981
1663,0,0,31-12-2012,Graduation,0,18222.0,0,Married,12,4,14,35,19,6,12,0,1,3,2,8,70,0,0,6,1663,1990,1990
1664,0,0,23-05-2013,Graduation,1,62335.0,0,Divorced,85,131,26,433,217,6,243,3,2,13,3,2,87,1,1,21,1664,1950,1952
1665,0,0,19-09-2012,2n Cycle,1,42033.0,1,Married,2,1,7,7,4,0,11,0,1,2,1,7,95,1,2,4,1665,1970,1971
1666,1,0,27-02-2013,PhD,0,86580.0,0,Married,26,21,20,174,127,20,532,2,0,5,4,1,72,0,0,11,1666,1980,1983
1667,0,0,22-09-2012,PhD,1,41437.0,1,Divorced,0,0,1,2,2,0,29,0,1,3,1,7,5,1,2,5,1667,1950,1957
1668,0,0,05-03-2014,Master,1,73705.0,0,Divorced,258,91,107,869,520,107,612,6,2,8,9,5,86,2,2,25,1668,1950,1951
1669,0,0,31-08-2012,Graduation,1,61064.0,0,Married,0,126,180,468,342,45,387,4,5,11,8,6,80,1,1,28,1669,1970,1976
1670,0,0,30-03-2014,Master,1,38452.0,1,Married,0,0,2,14,14,0,56,0,3,3,3,7,62,1,2,9,1670,1950,1955
1671,0,0,20-11-2013,Graduation,1,18358.0,1,Single,16,8,4,43,19,4,6,0,3,4,3,7,49,0,1,10,1671,1980,1989
1672,0,0,21-03-2014,PhD,1,55012.0,0,Married,0,0,13,65,65,0,582,2,6,9,8,5,85,1,1,25,1672,1970,1973
1673,1,0,02-10-2012,Basic,1,9722.0,1,Married,6,17,42,39,16,16,6,1,4,3,3,8,7,0,1,11,1673,1970,1973
1674,0,0,23-09-2013,PhD,1,38175.0,1,Married,2,6,3,77,69,3,70,1,3,4,3,7,6,0,1,11,1674,1980,1984
1675,1,0,20-09-2012,Master,1,58656.0,0,Married,16,12,12,222,194,24,962,8,4,13,7,6,25,1,1,32,1675,1950,1956
1676,0,0,16-08-2012,Graduation,1,52117.0,0,Married,30,10,20,147,107,0,112,2,2,4,5,7,55,1,1,13,1676,1960,1965
1677,0,0,02-01-2014,Graduation,1,64813.0,1,Married,179,0,52,303,124,97,293,2,1,10,7,5,81,0,1,20,1677,1970,1978
1678,0,0,01-03-2014,PhD,1,54222.0,0,Married,3,12,7,46,31,12,199,3,1,5,3,3,98,1,1,12,1678,1970,1973
1679,5,0,17-06-2014,Graduation,0,83512.0,0,Married,80,61,101,976,835,20,1060,7,1,10,4,1,31,0,0,22,1679,1980,1986
1680,4,0,28-08-2013,Master,1,77520.0,0,Married,0,44,58,440,396,88,940,7,1,7,8,4,30,1,1,23,1680,1950,1959
1681,0,0,09-04-2013,Graduation,1,41154.0,0,Married,2,2,7,15,11,3,44,0,1,4,1,5,98,1,1,6,1681,1970,1978
1682,1,0,10-11-2012,Graduation,0,80398.0,0,Married,207,51,26,1194,936,35,342,8,1,12,5,3,92,0,0,26,1682,1960,1966
1683,0,0,29-05-2014,Basic,1,18746.0,1,Single,12,10,20,33,11,9,2,0,2,3,3,6,41,0,1,8,1683,1990,1992
1684,0,0,13-11-2012,Graduation,1,35196.0,1,Married,43,12,187,196,141,39,75,1,6,5,6,8,68,0,1,18,1684,1980,1984
1685,0,0,20-05-2013,Graduation,1,60230.0,0,Single,39,20,40,426,367,81,520,3,2,6,6,5,78,1,1,17,1685,1950,1956
1686,0,0,08-05-2014,Graduation,1,22108.0,1,Married,6,3,6,18,9,2,5,0,2,3,2,7,46,1,2,7,1686,1970,1977
1687,0,0,05-09-2013,Graduation,1,44392.0,1,Married,7,5,29,83,71,12,87,1,5,4,4,7,71,1,2,14,1687,1970,1974
1688,2,0,25-11-2012,PhD,1,55424.0,0,Married,10,61,107,255,184,53,462,5,4,9,7,6,6,1,1,25,1688,1970,1976
1689,0,1,13-01-2013,Graduation,1,17688.0,1,Married,3,2,2,6,1,1,2,0,1,2,1,8,82,0,1,4,1689,1970,1979
1690,4,0,01-05-2013,PhD,0,92491.0,0,Married,29,44,22,1008,935,25,979,5,1,12,7,3,71,0,0,25,1690,1980,1983
1691,4,0,14-12-2013,Graduation,0,90273.0,0,Single,120,129,111,1102,853,74,704,6,1,7,5,2,32,0,0,19,1691,1990,1991
1692,1,0,02-04-2014,PhD,0,82571.0,0,Divorced,62,31,79,651,558,95,861,5,0,13,6,2,28,0,0,24,1692,1960,1962
1693,1,0,28-01-2014,PhD,1,38513.0,1,Single,16,3,18,134,115,0,172,1,5,5,6,8,20,0,1,17,1693,1980,1982
1694,1,0,18-04-2014,Master,1,16653.0,1,Single,15,7,7,53,31,4,5,1,3,3,2,6,10,0,1,9,1694,1970,1979
1695,1,0,29-10-2012,Graduation,1,42586.0,1,Married,0,2,0,58,56,0,194,1,5,6,4,8,7,1,2,16,1695,1950,1955
1696,0,0,07-01-2013,Basic,1,23529.0,0,Single,3,7,20,23,13,2,9,1,1,2,1,6,67,1,1,5,1696,1960,1965
1697,0,0,08-03-2013,Master,1,74881.0,1,Married,36,72,54,378,270,27,505,2,4,12,9,5,48,1,2,27,1697,1960,1961
1698,0,0,17-02-2013,Graduation,1,71107.0,0,Married,198,10,195,425,217,174,533,6,2,13,7,4,61,1,1,28,1698,1950,1951
1699,0,0,23-03-2014,PhD,1,46910.0,1,Married,0,0,6,14,14,0,48,0,2,3,2,6,36,1,2,7,1699,1960,1964
1700,0,0,28-12-2012,Graduation,0,18690.0,0,Married,23,1,19,31,7,4,6,1,1,2,1,8,77,0,0,5,1700,1950,1959
1701,1,0,27-04-2013,Graduation,1,37244.0,1,Divorced,0,2,25,12,10,0,18,1,1,2,1,7,90,1,2,5,1701,1950,1955
1702,1,0,12-03-2014,Graduation,0,82427.0,0,Married,104,147,107,760,509,107,482,5,1,12,3,1,35,0,0,21,1702,1960,1966
1703,0,0,06-05-2013,2n Cycle,1,75342.0,0,Single,21,97,26,215,97,118,204,2,1,10,5,4,38,1,1,18,1703,1950,1958
1704,0,0,18-02-2013,Graduation,1,70044.0,0,Divorced,153,0,14,403,250,14,1073,10,4,5,7,5,46,1,1,26,1704,1950,1954
1705,0,0,24-04-2014,Graduation,1,79146.0,1,Single,21,16,16,260,223,43,245,1,2,8,8,6,33,1,2,19,1705,1960,1967
1706,1,0,26-11-2013,Graduation,0,77437.0,0,Married,29,21,29,492,442,44,560,5,1,13,4,1,70,0,0,23,1706,1960,1963
1707,1,0,24-05-2014,Graduation,1,54984.0,0,Married,32,13,6,176,131,3,173,1,4,6,6,7,51,1,1,17,1707,1950,1959
1708,0,0,11-12-2013,PhD,1,42403.0,1,Married,0,1,3,12,11,5,22,0,1,3,1,8,18,0,1,5,1708,1970,1971
1709,1,0,24-04-2014,Graduation,1,55761.0,0,Married,0,1,32,13,12,3,136,1,2,3,4,6,97,1,1,10,1709,1960,1964
1710,0,0,18-04-2013,Graduation,1,37292.0,1,Married,10,0,66,96,86,23,275,3,5,5,6,8,32,0,1,19,1710,1980,1983
1711,1,0,28-05-2014,PhD,0,45576.0,0,Single,2,19,25,50,29,14,56,1,1,3,3,8,9,0,0,8,1711,1940,1945
1712,1,0,16-01-2013,Graduation,0,70321.0,0,Married,82,23,191,856,751,26,303,5,1,13,6,4,6,0,0,25,1712,1940,1947
1713,0,0,20-01-2013,PhD,1,58086.0,0,Divorced,0,7,15,69,62,0,708,3,2,7,11,8,80,1,1,23,1713,1960,1969
1714,0,0,26-10-2012,Graduation,0,81795.0,0,Married,27,132,88,852,693,118,324,11,1,7,4,2,74,0,0,23,1714,1950,1952
1715,0,0,20-11-2012,Basic,0,28389.0,0,Married,7,5,8,15,3,4,1,0,1,2,1,7,49,0,0,4,1715,1940,1947
1716,0,0,28-09-2013,Master,0,66835.0,0,Married,34,26,141,255,195,17,620,4,1,13,6,2,21,0,0,24,1716,1940,1946
1717,0,0,29-05-2013,Graduation,1,69901.0,0,Divorced,102,21,149,329,206,92,312,3,3,10,7,5,95,1,1,23,1717,1960,1969
1718,3,0,03-03-2013,PhD,0,80360.0,0,Married,112,86,43,652,454,43,1493,4,2,5,4,2,56,0,0,15,1718,1940,1949
1719,2,0,16-10-2012,PhD,1,63342.0,0,Married,13,21,21,152,118,10,918,3,3,5,8,6,48,1,1,19,1719,1960,1961
1720,0,0,12-09-2012,Graduation,1,44989.0,0,Married,49,0,106,155,106,10,98,1,5,5,5,6,26,1,1,16,1720,1970,1974
1721,0,0,27-02-2014,2n Cycle,1,31859.0,1,Single,15,4,11,26,7,8,3,0,1,3,1,7,3,0,1,5,1721,1980,1980
1722,2,0,12-02-2013,PhD,1,51569.0,0,Divorced,6,0,34,53,47,0,380,1,4,7,7,8,39,1,1,19,1722,1940,1949
1723,0,0,25-12-2012,Graduation,1,30372.0,1,Divorced,7,0,7,19,12,3,15,0,3,3,2,7,33,1,2,8,1723,1970,1971
1724,0,0,17-03-2013,Basic,1,16014.0,1,Single,7,9,7,20,4,8,3,1,4,4,1,3,42,1,2,10,1724,1970,1979
1725,0,0,06-11-2013,Graduation,1,41120.0,1,Married,0,2,24,25,23,8,24,1,3,3,2,6,80,1,2,9,1725,1960,1968
1726,1,0,04-08-2013,Master,1,39763.0,1,Single,4,1,16,65,60,6,80,1,2,2,5,9,9,0,1,10,1726,1970,1971
1727,0,0,10-05-2014,PhD,1,38725.0,1,Married,2,0,5,8,6,1,31,0,2,4,1,4,52,1,2,7,1727,1950,1955
1728,0,0,26-05-2013,Graduation,1,77981.0,1,Married,16,120,60,340,204,126,138,4,3,7,7,5,78,0,1,21,1728,1970,1972
1729,0,0,10-09-2013,2n Cycle,1,62905.0,0,Married,119,75,59,290,96,107,166,2,3,8,7,4,68,1,1,20,1729,1960,1964
1730,0,0,10-03-2013,2n Cycle,1,13533.0,1,Divorced,8,3,17,19,8,0,12,0,2,3,2,7,45,0,1,7,1730,1970,1979
1731,0,0,23-10-2013,Graduation,1,59481.0,0,Married,71,3,58,159,85,66,178,3,2,8,3,2,47,1,1,16,1731,1970,1975
1732,0,0,20-08-2013,Graduation,1,72117.0,0,Married,65,20,50,256,171,60,707,7,1,9,9,5,34,1,1,26,1732,1970,1977
1733,0,0,07-09-2013,2n Cycle,1,21955.0,1,Married,17,1,11,25,7,14,5,1,2,3,2,6,81,0,1,8,1733,1980,1986
1734,0,0,26-03-2013,Graduation,1,67131.0,0,Married,93,71,62,414,250,35,465,2,3,12,9,6,72,1,1,26,1734,1950,1956
1735,0,0,16-06-2014,PhD,1,36802.0,1,Single,0,1,1,3,2,0,16,0,1,3,1,5,23,0,1,5,1735,1980,1980
1736,0,0,08-05-2013,Graduation,0,71853.0,0,Married,141,108,32,662,413,97,358,8,1,6,2,1,29,0,0,17,1736,1980,1982
1737,0,0,15-06-2014,Basic,0,28249.0,0,Married,2,9,10,18,7,14,1,0,1,3,2,6,80,0,0,6,1737,1960,1961
1738,1,0,20-10-2013,Master,1,47808.0,0,Married,2,1,72,29,26,0,123,2,2,3,3,7,30,1,1,10,1738,1970,1975
1739,1,0,18-09-2012,PhD,1,25509.0,1,Divorced,10,3,11,43,30,7,40,0,3,3,3,9,15,0,1,9,1739,1970,1974
1740,0,0,18-04-2013,PhD,0,51012.0,0,Married,2,9,24,74,63,9,102,1,1,4,4,6,86,0,0,10,1740,1940,1946
1741,0,0,05-10-2012,Graduation,0,70596.0,0,Single,17,44,26,595,534,0,347,5,1,12,3,2,68,0,0,21,1741,1980,1985
1742,0,0,18-03-2014,Graduation,1,42664.0,0,Married,0,0,0,3,3,0,21,0,1,3,1,6,44,1,1,5,1742,1960,1967
1743,1,0,29-10-2012,Graduation,1,42586.0,1,Married,0,2,0,58,56,0,194,1,5,6,4,8,7,1,2,16,1743,1950,1955
1744,0,0,29-08-2012,Graduation,1,29760.0,1,Single,7,4,17,79,68,5,64,1,4,4,3,8,87,0,1,12,1744,1980,1985
1745,0,0,13-10-2012,PhD,0,28973.0,0,Married,3,0,12,49,46,2,206,1,2,5,5,8,59,0,0,13,1745,1970,1977
1746,0,0,06-08-2013,PhD,1,39435.0,1,Married,0,0,13,18,18,0,71,1,1,2,3,7,16,0,1,7,1746,1970,1973
1747,0,0,01-08-2013,2n Cycle,0,65370.0,0,Married,138,22,29,272,112,89,71,3,1,13,2,1,1,0,0,19,1747,1980,1984
1748,0,0,17-12-2012,Basic,1,20194.0,1,Single,11,4,15,22,7,10,0,0,2,3,2,6,64,0,1,7,1748,1970,1979
1749,0,0,17-02-2014,PhD,1,42473.0,1,Single,0,1,25,22,21,4,93,1,3,4,2,5,72,1,2,10,1749,1970,1976
1750,0,0,14-10-2012,Graduation,0,64590.0,0,Married,36,138,30,342,168,46,920,4,1,10,9,6,98,0,0,24,1750,1960,1968
1751,0,0,28-11-2013,Graduation,1,71232.0,0,Married,34,17,17,221,170,26,653,2,2,10,11,7,91,1,1,25,1751,1950,1959
1752,1,0,01-01-2013,Graduation,1,34600.0,1,Married,8,33,15,101,60,3,199,2,5,5,5,8,8,1,2,17,1752,1970,1971
1753,0,0,03-11-2012,Graduation,1,46904.0,1,Single,0,4,31,60,56,9,153,1,4,4,5,8,20,1,2,14,1753,1960,1967
1754,0,0,21-09-2012,Graduation,1,49094.0,0,Married,11,0,69,49,38,8,376,3,5,6,6,6,6,1,1,20,1754,1970,1973
1755,0,0,09-12-2013,Graduation,1,36075.0,1,Married,12,0,30,42,30,1,46,0,1,4,2,6,54,0,1,7,1755,1980,1983
1756,0,0,28-08-2012,2n Cycle,1,60839.0,1,Married,223,21,128,372,128,150,600,2,13,12,2,8,72,1,2,29,1756,1970,1979
1757,0,0,02-11-2013,Graduation,1,77298.0,0,Married,23,115,79,430,292,35,425,6,1,11,6,3,46,1,1,24,1757,1970,1979
1758,0,0,05-08-2013,Graduation,1,34026.0,1,Married,12,6,17,33,15,8,18,1,3,3,2,5,11,1,2,9,1758,1950,1950
1759,0,0,12-04-2014,PhD,1,48918.0,1,Single,0,0,1,9,9,0,52,0,2,4,1,4,21,1,2,7,1759,1960,1963
1760,1,0,15-08-2013,2n Cycle,0,82122.0,0,Married,151,22,100,523,350,25,734,9,1,13,3,1,89,0,0,26,1760,1960,1962
1761,0,0,07-02-2014,Graduation,1,37697.0,1,Single,11,6,8,38,21,4,34,1,1,3,2,6,82,0,1,7,1761,1970,1976
1762,1,0,13-07-2013,Graduation,1,34074.0,1,Married,10,1,67,52,41,1,135,3,5,3,3,6,69,1,2,14,1762,1950,1952
1763,0,0,14-06-2013,Master,1,28520.0,1,Married,0,0,20,10,10,2,11,1,1,2,1,6,55,1,2,5,1763,1960,1960
1764,0,0,03-10-2013,Graduation,1,62535.0,0,Single,0,48,52,138,90,45,163,2,1,8,3,3,13,1,1,14,1764,1950,1955
1765,0,0,16-04-2014,Master,1,36273.0,1,Single,3,3,9,36,30,2,29,0,2,3,3,6,80,0,1,8,1765,1970,1977
1766,1,0,06-06-2014,Graduation,1,63404.0,0,Married,11,26,17,107,70,44,734,3,2,4,6,4,97,2,2,15,1766,1960,1964
1767,0,0,02-05-2014,2n Cycle,1,75774.0,1,Married,258,21,56,413,134,14,340,5,1,8,7,4,27,0,1,21,1767,1980,1981
1768,0,0,27-06-2014,Graduation,1,78416.0,0,Married,188,38,183,505,279,38,453,7,2,10,7,3,99,1,1,26,1768,1970,1976
1769,1,0,14-10-2012,Graduation,1,75702.0,0,Married,145,0,37,774,629,37,1073,5,1,13,10,6,87,1,1,29,1769,1970,1974
1770,0,0,28-04-2013,Master,1,59385.0,1,Married,0,0,36,10,10,4,135,1,2,4,3,5,85,1,2,10,1770,1950,1951
1771,1,0,20-03-2013,Graduation,1,37070.0,1,Single,4,7,39,148,137,15,231,1,9,8,5,7,30,1,2,23,1771,1960,1966
1772,1,0,10-01-2014,Graduation,1,44689.0,1,Married,0,0,11,5,5,0,18,1,2,2,1,7,82,1,2,6,1772,1950,1951
1773,0,0,08-06-2013,Graduation,1,53977.0,0,Married,0,16,82,181,165,24,620,5,5,12,5,5,21,1,1,27,1773,1950,1958
1774,0,0,04-06-2013,Graduation,1,18701.0,1,Single,10,4,10,16,2,6,12,0,4,4,2,5,95,1,2,10,1774,1960,1964
1775,1,0,28-04-2014,Graduation,0,90369.0,0,Married,224,51,17,1256,981,23,292,6,1,6,4,1,2,0,0,17,1775,1950,1956
1776,1,0,05-11-2012,PhD,0,63159.0,0,Single,89,34,37,709,586,86,965,5,1,8,3,3,74,0,0,17,1776,1970,1974
1777,0,0,04-10-2012,Graduation,1,37758.0,1,Married,0,2,1,12,10,0,27,0,2,3,1,8,49,1,2,6,1777,1960,1966
1778,0,0,16-11-2012,PhD,1,46757.0,0,Single,0,30,122,193,163,51,777,4,6,7,4,9,71,1,1,21,1778,1960,1963
1779,1,0,28-06-2014,Master,0,79734.0,0,Married,23,8,17,263,232,62,572,3,1,6,4,1,72,0,0,14,1779,1960,1969
1780,1,0,20-01-2013,Graduation,0,63207.0,0,Married,91,169,70,825,565,169,438,3,1,6,2,7,68,0,0,12,1780,1990,1992
1781,0,0,14-02-2013,Graduation,1,72071.0,0,Divorced,150,69,150,519,300,138,531,4,3,8,5,2,4,1,1,20,1781,1950,1954
1782,0,0,21-07-2013,PhD,1,21840.0,1,Married,0,0,1,9,9,0,17,0,1,3,1,9,80,0,1,5,1782,1980,1983
1783,1,0,28-09-2013,2n Cycle,1,58582.0,0,Married,101,35,42,242,106,77,402,2,2,9,9,5,15,1,1,22,1783,1980,1982
1784,1,0,19-07-2013,Graduation,0,72282.0,0,Single,90,27,153,536,419,139,503,7,1,9,5,7,70,0,0,22,1784,1950,1951
1785,0,0,31-08-2013,Graduation,1,50387.0,0,Married,12,9,34,108,87,14,369,2,3,8,6,5,91,2,2,19,1785,1950,1956
1786,0,0,15-06-2014,PhD,1,32583.0,1,Married,0,0,1,3,3,0,5,0,1,2,1,7,10,1,2,4,1786,1960,1961
1787,1,0,07-04-2014,Graduation,1,62568.0,0,Married,80,17,61,495,398,35,362,3,3,5,5,4,99,1,1,16,1787,1960,1962
1788,0,0,11-10-2013,Master,1,44635.0,1,Divorced,0,0,3,9,9,0,56,0,2,3,2,7,25,1,2,7,1788,1970,1971
1789,0,0,04-10-2013,Master,1,33316.0,1,Single,4,1,12,36,31,4,79,1,3,4,2,6,34,1,2,10,1789,1970,1971
1790,0,0,09-08-2013,Graduation,1,63967.0,0,Married,73,84,162,298,141,35,387,4,3,12,4,2,57,1,1,23,1790,1960,1968
1791,0,0,04-09-2012,2n Cycle,0,52513.0,0,Married,104,17,232,362,241,188,367,5,2,9,9,7,84,0,0,25,1791,1970,1978
1792,0,0,15-09-2013,Graduation,1,25293.0,1,Married,0,0,9,11,11,2,15,1,1,2,1,8,51,0,1,5,1792,1960,1969
1793,0,0,25-08-2013,PhD,1,54111.0,0,Divorced,8,6,50,68,54,3,267,2,2,6,5,5,97,1,1,15,1793,1960,1965
1794,1,0,15-02-2013,Graduation,0,78394.0,0,Married,216,27,166,940,697,24,298,6,1,5,4,2,13,0,0,16,1794,1980,1986
1795,0,0,23-05-2013,Master,0,80739.0,0,Married,39,92,92,867,736,0,674,11,1,9,3,1,92,0,0,24,1795,1950,1958
1796,1,0,22-05-2013,Master,1,22669.0,1,Married,37,14,48,87,36,22,16,1,3,2,4,9,30,0,1,10,1796,1970,1975
1797,0,0,08-10-2013,Graduation,1,29236.0,1,Single,16,4,9,44,24,9,37,0,2,3,4,9,30,0,1,9,1797,1980,1987
1798,0,0,15-03-2013,Graduation,1,44911.0,0,Married,2,0,31,24,22,1,159,1,3,4,4,7,11,1,1,12,1798,1950,1959
1799,0,0,17-02-2013,PhD,1,54693.0,0,Married,23,17,35,182,142,26,686,4,8,13,6,6,72,1,1,31,1799,1960,1962
1800,0,0,20-03-2014,Graduation,1,48186.0,1,Married,12,3,34,81,66,7,97,1,3,4,4,7,39,0,1,12,1800,1970,1974
1801,1,0,11-09-2013,Graduation,1,54809.0,1,Married,13,6,22,76,57,13,63,1,4,5,2,4,0,1,2,12,1801,1970,1977
1802,0,0,10-12-2012,Graduation,1,41580.0,1,Married,4,5,3,33,24,0,56,1,3,3,2,5,15,1,2,9,1802,1970,1978
1803,0,0,09-09-2013,PhD,0,80336.0,0,Married,160,19,66,635,456,142,209,9,1,13,2,1,12,0,0,25,1803,1970,1970
1804,1,0,22-03-2013,Graduation,1,47743.0,0,Married,0,2,20,45,43,12,198,1,3,6,4,6,56,1,1,14,1804,1950,1957
1805,0,0,03-08-2012,2n Cycle,1,62972.0,0,Married,20,15,192,82,47,0,313,4,2,3,7,6,39,1,1,16,1805,1950,1955
1806,1,0,22-09-2012,PhD,1,57333.0,0,Divorced,76,14,176,487,397,58,941,5,11,9,8,6,55,1,1,33,1806,1950,1954
1807,0,0,11-02-2013,PhD,1,32313.0,1,Married,2,4,7,62,56,4,86,0,3,4,4,9,60,0,1,11,1807,1980,1982
1808,4,0,03-06-2013,Master,0,84953.0,0,Divorced,63,48,72,713,602,72,167,10,1,4,3,2,73,0,0,18,1808,1950,1953
1809,0,0,23-04-2014,Master,1,27071.0,1,Divorced,0,3,3,22,19,2,8,0,2,3,2,6,90,0,1,7,1809,1960,1968
1810,0,0,31-08-2013,Master,0,68148.0,0,Married,37,66,85,511,408,57,389,4,1,6,4,2,86,0,0,15,1810,1950,1957
1811,0,0,07-12-2013,Master,1,65735.0,1,Married,4,7,11,130,119,15,239,2,5,6,6,7,37,1,2,19,1811,1960,1965
1812,4,0,12-09-2012,PhD,0,86836.0,0,Married,0,21,63,294,273,21,179,10,1,6,6,5,7,0,0,23,1812,1970,1975
1813,0,0,08-07-2013,Graduation,0,30093.0,0,Married,13,6,16,47,28,4,2,0,1,3,2,7,19,0,0,6,1813,1990,1990
1814,0,0,11-01-2014,PhD,1,57705.0,0,Married,6,0,40,59,53,4,383,1,3,6,8,6,14,1,1,18,1814,1960,1966
1815,0,0,02-02-2014,Graduation,1,25008.0,1,Single,6,8,9,22,8,1,2,0,2,3,1,8,72,0,1,6,1815,1980,1988
1816,3,1,18-09-2012,2n Cycle,0,83257.0,0,Single,38,27,67,655,590,107,536,10,1,12,5,6,56,0,0,28,1816,1990,1995
1817,0,0,19-05-2013,Graduation,1,22280.0,1,Married,3,1,2,8,4,1,2,0,1,2,1,8,85,0,1,4,1817,1970,1975
1818,0,0,29-10-2012,PhD,0,72159.0,0,Married,34,53,53,986,899,40,322,6,1,10,4,2,62,0,0,21,1818,1970,1978
1819,1,0,11-01-2013,Graduation,0,64260.0,0,Married,20,169,30,1005,816,0,539,5,1,4,4,3,1,0,0,14,1819,1960,1961
1820,1,0,10-09-2013,PhD,0,82733.0,0,Single,65,50,38,535,420,38,712,4,1,7,8,4,28,0,0,20,1820,1980,1984
1821,2,0,12-08-2013,Master,1,74290.0,0,Divorced,0,0,12,72,72,12,1121,8,4,10,10,6,70,1,1,32,1821,1970,1971
1822,0,0,17-11-2012,Master,1,58217.0,2,Single,3,1,13,17,13,5,68,0,1,4,2,6,84,1,3,7,1822,1950,1951
1823,0,0,04-07-2013,Master,0,21024.0,0,Married,6,4,18,28,18,2,36,0,1,4,2,7,89,0,0,7,1823,1970,1976
1824,0,0,26-01-2013,PhD,0,70116.0,0,Married,95,44,29,742,603,58,707,8,1,12,2,1,73,0,0,23,1824,1970,1972
1825,0,0,18-09-2012,Graduation,1,54006.0,1,Married,6,77,97,286,203,24,174,1,2,7,8,7,42,0,1,18,1825,1980,1985
1826,0,0,07-11-2012,PhD,1,69063.0,0,Married,69,35,26,228,124,8,666,3,1,5,5,3,16,1,1,14,1826,1960,1966
1827,0,0,15-12-2013,2n Cycle,0,11448.0,0,Divorced,6,0,6,6,0,2,0,0,1,2,1,6,16,0,0,4,1827,1970,1975
1828,0,0,07-08-2013,Graduation,1,61825.0,0,Single,55,50,27,205,100,30,162,2,1,8,4,4,56,1,1,15,1828,1970,1979
1829,0,0,14-10-2013,Graduation,1,70886.0,1,Married,103,70,53,412,239,88,407,4,1,4,5,2,65,0,1,14,1829,1970,1971
1830,2,0,09-11-2012,Graduation,0,69109.0,0,Married,124,25,95,608,459,29,823,6,1,7,6,4,10,0,0,20,1830,1980,1982
1831,2,0,07-10-2012,Graduation,1,60208.0,1,Divorced,15,23,59,109,71,0,488,3,11,7,8,7,13,1,2,29,1831,1970,1973
1832,0,0,06-09-2013,Master,1,32889.0,1,Married,4,0,8,17,13,2,28,1,3,3,2,5,78,1,2,9,1832,1960,1968
1833,0,0,11-05-2014,Graduation,1,34738.0,1,Single,3,2,2,15,10,0,3,0,1,3,1,6,51,0,1,5,1833,1980,1984
1834,4,0,10-03-2014,2n Cycle,0,82326.0,0,Married,159,142,183,1055,754,81,938,10,1,6,5,2,30,0,0,22,1834,1970,1977
1835,0,0,01-03-2014,PhD,1,26642.0,1,Divorced,2,2,8,19,15,2,13,0,2,3,2,6,71,0,1,7,1835,1960,1967
1836,0,0,12-06-2013,Graduation,1,69932.0,0,Divorced,150,172,57,475,153,105,412,6,2,11,7,4,97,1,1,26,1836,1960,1964
1837,0,0,16-04-2014,Graduation,1,44503.0,1,Single,0,1,8,9,8,0,31,0,2,3,2,6,83,1,2,7,1837,1970,1972
1838,0,0,02-01-2013,PhD,1,60200.0,0,Single,0,19,26,151,132,6,502,2,6,11,6,6,3,1,1,25,1838,1940,1948
1839,0,0,19-04-2014,Graduation,1,49638.0,0,Divorced,3,10,0,16,3,5,18,0,1,3,1,2,71,1,1,5,1839,1950,1952
1840,0,0,07-02-2014,2n Cycle,0,23830.0,0,Single,4,8,16,18,6,8,1,0,1,3,1,7,3,0,0,5,1840,1980,1987
1841,1,0,16-08-2012,Master,0,33051.0,0,Divorced,108,71,219,422,243,94,100,1,3,8,9,9,15,0,0,21,1841,1950,1959
1842,1,0,21-01-2014,Graduation,0,72905.0,0,Married,181,114,203,740,445,165,407,7,1,9,3,1,52,0,0,20,1842,1950,1958
1843,0,0,19-02-2013,PhD,1,69702.0,0,Married,50,9,57,299,240,19,664,7,2,10,7,4,8,1,1,26,1843,1950,1951
1844,0,0,15-07-2013,Graduation,1,70300.0,1,Divorced,60,61,46,459,338,46,1045,5,3,13,5,8,89,0,1,26,1844,1970,1975
1845,1,0,15-10-2012,PhD,0,70643.0,0,Married,23,107,33,434,304,143,1218,8,1,4,5,6,66,0,0,18,1845,1980,1984
1846,2,0,30-04-2014,PhD,1,30396.0,1,Married,0,0,12,6,6,1,15,1,2,2,1,7,22,0,1,6,1846,1960,1969
